"HUNDENAME","GEBURTSJAHR_HUND","GESCHLECHT_HUND"
"Granat v. Drumlin Wolf",2010,"m"
"Graustein's",2015,"w"
"Green",2015,"m"
"Gregorie-Garvin von Halona",2020,"m"
"Gremlin",2016,"w"
"Greppetto",2007,"m"
"Greta",2015,"w"
"Greta",2020,"w"
"Grey Friebie vom Rhy-Herz",2019,"w"
"Grinchi",2018,"m"
"Gringo Super Star",2010,"m"
"Gris",2017,"w"
"Grischa",2011,"w"
"Grisu",2020,"w"
"Grisu",2013,"m"
"Grizzly",2012,"m"
"Grizzly (Kaori)",2016,"m"
"Groot",2015,"m"
"Grover (Cytro Fellow)",2014,"m"
"Grubcio",2012,"m"
"Guachita",2015,"w"
"Guapita di Terra Luna",2018,"w"
"Guapo",2018,"m"
"Gucci",2020,"w"
"Gucci",2015,"w"
"Gucci",2012,"m"
"Gucci",2014,"m"
"Gucci",2019,"m"
"Gucci",2018,"m"
"Gucci (Clara)",2008,"w"
"Gucci (Couchi)",2004,"w"
"Gucci von Halona",2020,"m"
"Guille",2015,"m"
"Gumbo",2016,"m"
"Gunther",2018,"m"
"Gus",2006,"m"
"Gus (Whisky du Dourd)",2011,"m"
"Guss",2009,"m"
"Gustav",2015,"m"
"Gustav",2010,"m"
"Gustav",2018,"m"
"Gustav-Emil",2014,"m"
"Gusztav",2012,"m"
"Gweilo",2020,"m"
"Gypsy",2010,"w"
"Gypsy",2006,"w"
"Gypsy (IV)",2010,"m"
"Gypsy-Queen",2018,"w"
"Gölge",2020,"m"
"Günes",2017,"w"
"H-Chika v. Burg Gryfenstein",2004,"w"
"H. Birkin of gentle mind",2020,"w"
"Habu",2016,"m"
"Hachiko",2016,"m"
"Hachiko",2020,"w"
"Hada (Inga ya Mabubesi)",2010,"w"
"Haddy",2006,"m"
"Hades (Porto)",2020,"m"
"Haiiro",2011,"m"
"Haiko",2014,"m"
"Haiku",2014,"m"
"Hailey",2017,"w"
"Hailey",2020,"w"
"Haischa-Lou von Kopfrein",2008,"w"
"Hajdi",2019,"w"
"Hakuna",2020,"w"
"Halo",2020,"w"
"Hamish",2011,"m"
"Hana",2013,"w"
"Hania",2008,"w"
"Hania",2015,"w"
"Haniel",2012,"m"
"Hank",2020,"m"
"Hank",2016,"m"
"Hank",2020,"m"
"Hanna",2018,"w"
"Hanna",2020,"w"
"Hanna",2012,"w"
"Hanna",2014,"w"
"Hannibal",2010,"m"
"Hansika",2013,"w"
"Hanuk (Spike)",2016,"m"
"Hapi",2017,"m"
"Happi-Prinz",2011,"m"
"Happy",2018,"m"
"Happy",2015,"m"
"Happy",2018,"w"
"Happy",2018,"w"
"Happy",2020,"w"
"Happy",2014,"w"
"Happy",2020,"w"
"Happy",2014,"w"
"Happy",2013,"m"
"Happy",2013,"m"
"Happy Milan",2019,"m"
"Happy Nelly",2013,"w"
"Happy Niki",2015,"m"
"Happy Vitus",2012,"m"
"Hardy (Rino von Erlosen)",2015,"m"
"Hardy v. Försterhaus",2009,"m"
"Hari",2006,"m"
"Harlekino",2011,"m"
"Harlow",2013,"m"
"Harlow Sky",2019,"m"
"Harmonia",2007,"w"
"Harry",2016,"m"
"Harry",2014,"m"
"Harry",2009,"m"
"Harry",2012,"m"
"Harry",2018,"m"
"Harry",2015,"m"
"Harry - Hunter",2015,"m"
"Harrys the Hulk",2018,"m"
"Haru",2014,"w"
"Harva-Nessa",2016,"w"
"Harvey",2019,"m"
"Harvey",2016,"m"
"Hasley",2012,"w"
"Hato",2020,"m"
"Havana",2019,"w"
"Havane",2012,"w"
"Havanna vom Bollerrein",2019,"w"
"Hawrek",2014,"m"
"Haylee",2018,"w"
"Haylie",2010,"w"
"Hazel",2020,"w"
"Hazel",2009,"w"
"Hazel Maggie",2011,"w"
"Heart of Luna",2014,"w"
"Heaven (Marie von der Linde)",2011,"w"
"Hector",2012,"m"
"Hector",2016,"m"
"Hector",2014,"m"
"Hector",2019,"m"
"Hedgehog Country's Okrino",2018,"m"
"Hedwig",2019,"w"
"Hedy",2020,"w"
"Heidi",2019,"w"
"Heidi",2019,"w"
"Heidi",2016,"w"
"Heina",2013,"w"
"Hektor (Grim von Quithara)",2019,"m"
"Hektor (Sid)",2013,"m"
"Hela",2020,"w"
"Helena",2018,"w"
"Helga",2013,"w"
"Helia vom Drumlin Wolf",2011,"w"
"Hennes (Jerry Lee)",2017,"m"
"Henri",2017,"m"
"Henri",2017,"m"
"Henri",2020,"m"
"Henrietta",2006,"w"
"Henrik",2017,"m"
"Henry",2012,"m"
"Henry",2015,"m"
"Henry",2020,"m"
"Henry",2018,"m"
"Henry",2009,"m"
"Henry",2012,"m"
"Henry",2013,"m"
"Henry",2015,"m"
"Henry",2017,"m"
"Henry",2015,"m"
"Henry (Alex v. B. Gryfenstein)",2016,"m"
"Henry (Dalmor)",2006,"m"
"Henry (Zar-Henry vom Hela-Hof)",2010,"m"
"Henry-Murphy",2016,"m"
"Hera",2009,"w"
"Hera",2015,"w"
"Hera",2012,"w"
"Hera vom G'stellmacherhof",2012,"w"
"Hercule",2010,"m"
"Hercule",2018,"m"
"Hercules",2017,"m"
"Hermes",2014,"m"
"Hermes (Tito)",2016,"m"
"Hermine",2015,"w"
"Hermine",2015,"w"
"Hermod God of Speed",2020,"m"
"Hero",2010,"m"
"Hero",2017,"m"
"Hero",2018,"m"
"Hero",2016,"m"
"Hero Faustino",2020,"m"
"Herr Walther",2016,"m"
"Hesra",2011,"w"
"Hestia v. Andreashöhe",2014,"w"
"Hetty",2007,"w"
"Hifu",2014,"m"
"Hilda",2016,"w"
"Hime",2020,"w"
"Himo",2017,"m"
"Hip pop",2012,"w"
"Hipsu 4",2009,"m"
"Hitsch",2015,"m"
"Hluhluwe Driss Poyel",2017,"m"
"Hobbes",2018,"m"
"Hobbes",2018,"m"
"Hobbes (Ilan)",2015,"m"
"Hobbit",2017,"w"
"Hodge Dublin vom Nikolaital",2020,"m"
"Holly",2018,"w"
"Holly Nanja Berger Blanc Jura",2020,"w"
"Homer",2012,"m"
"Honey",2005,"w"
"Honey",2008,"w"
"Honey",2020,"w"
"Honey",2009,"w"
"Honey  (Black)",2007,"w"
"Honey Pralina",2012,"w"
"Honey vom Chaschtele-Blick",2016,"w"
"Honza",2017,"m"
"Hooch",2014,"m"
"Hoolie (Leila)",2012,"w"
"Hope",2015,"w"
"Hope",2017,"w"
"Hope",2013,"w"
"Hope",2014,"w"
"Hope (Kira)",2011,"w"
"Hope All Along Came Takumi",2020,"m"
"Hopi",2012,"m"
"Horus",2016,"m"
"Hotch",2019,"m"
"Houdini",2015,"w"
"Houmer",2017,"m"
"Hubert",2011,"m"
"Hubertus Springer Brânwen's Ay",2017,"w"
"Hubi",2018,"m"
"Huck",2018,"m"
"Hucky del tesoro d'oro",2016,"m"
"Hugo",2015,"m"
"Hugo",2020,"m"
"Hugo",2012,"m"
"Hugo",2018,"m"
"Hugo",2013,"m"
"Hugo",2018,"m"
"Hugo",2004,"m"
"Hugo",2008,"m"
"Hugo",2016,"m"
"Hugo (Nike)",2013,"m"
"Hui Buh",2017,"m"
"Hulk",2018,"m"
"Hummus",2020,"m"
"Hunter-Zorro v. Fridlispitz",2010,"m"
"Hurrican",2008,"m"
"Huschke",2018,"m"
"Hustler",2008,"m"
"Hutch",2017,"m"
"Hutch",2017,"m"
"Hänk",2019,"m"
"Häx",2012,"w"
"Häxli",2008,"w"
"Häxli",2017,"w"
"Héctor",2016,"m"
"Héra",2018,"w"
"Hörbi",2017,"m"
"I love Athos",2013,"m"
"I'm Rocky",2014,"m"
"I-Loki",2020,"m"
"Ian Rufus v. Lindenthalerdörfl",2015,"m"
"Iaro",2015,"m"
"Ibelix",2020,"m"
"Ice",2013,"m"
"Ice Cube aus dem Farbtopf",2014,"m"
"Icha2",2020,"w"
"Icon",2013,"m"
"Idefix",2013,"m"
"Idefix",2014,"m"
"Idefix",2013,"w"
"Idefix",2011,"m"
"Idefix",2005,"w"
"Idefix vom Ghei",2015,"m"
"Iggy (Xuan)",2019,"m"
"Igor",2013,"m"
"Igor",2019,"m"
"Igor",2012,"m"
"Igor",2009,"m"
"Igor",2011,"m"
"Igor",2013,"m"
"Igor",2018,"m"
"Iisi",2017,"m"
"Ijmhotep",2013,"m"
"Ika (Daisy vom Försterhaus)",2020,"w"
"Ikaru-Ciccio",2013,"m"
"Ikarus",2008,"m"
"Ikarus",2015,"m"
"Ike",2013,"m"
"Ikigai vom gelben Diamant",2018,"m"
"Ikozou",2011,"w"
"Ilaria",2019,"w"
"Ilay",2020,"m"
"Iloana",2016,"w"
"Iloy lupiter v. Hentschenried",2016,"m"
"Ilse",2011,"w"
"Ilu",2019,"w"
"Iluq (Nica von Kupferschmiede)",2011,"w"
"Ima",2006,"w"
"Ima (Wilma)",2016,"w"
"Imala",2017,"w"
"Imala",2013,"w"
"Imea",2018,"w"
"Imo",2017,"m"
"Imperator von Hartenfels",2011,"m"
"Ina",2017,"w"
"Inaara",2009,"w"
"Inca",2007,"w"
"Inca (Brenda)",2016,"w"
"Indiana-Vicco",2017,"m"
"Indie",2016,"w"
"Indie",2009,"w"
"Indigo",2017,"m"
"Indigo",2011,"w"
"Indigo (Quiro-Gjango)",2019,"m"
"Indira Girl of Taiga's Dream",2012,"w"
"Indy",2014,"w"
"Indy (Arkadia)",2013,"w"
"Inez Maria",2014,"w"
"Inga",2015,"w"
"Ingi (Topsi von Ebenland)",2015,"w"
"Ingo",2016,"m"
"Inja (von Ciney)",2007,"w"
"Inka",2013,"w"
"Inka",2014,"w"
"Inka",2020,"w"
"Inola (Dixxi)",2015,"w"
"Inouk Yoshi",2017,"m"
"Insta",2018,"w"
"Inu",2020,"m"
"Inyima",2013,"w"
"Iota",2013,"w"
"Ipee-Iskko",2018,"m"
"Ipo",2015,"m"
"Ipo",2005,"w"
"Ipsy",2006,"w"
"Ira",2015,"w"
"Ira",2008,"w"
"Iraya",2009,"w"
"Irie",2020,"w"
"Iris",2015,"w"
"Iris",2015,"w"
"Iris",2009,"w"
"Iris",2016,"w"
"Iris",2013,"w"
"Irk",2009,"m"
"Irma",2013,"w"
"Irma",2007,"w"
"Irma",2012,"w"
"Irmalotta",2020,"w"
"Iroh (Agloolik's Western Bang)",2020,"m"
"Iron",2012,"m"
"Isa",2008,"w"
"Isaac (Oregon Golden Kennel)",2018,"m"
"Isabel",2010,"w"
"Isbjorn",2017,"m"
"Ischa",2005,"w"
"Isco",2019,"m"
"Isha vom Ricken",2018,"w"
"Isi",2009,"m"
"Isis",2020,"w"
"Isis",2013,"w"
"Iska (Ilmatar von Mainikka)",2015,"w"
"Isla",2016,"w"
"Isom",2006,"w"
"Israa",2020,"w"
"Isy",2010,"m"
"Itty",2008,"w"
"Iulius Krabat",2020,"m"
"Iva",2012,"w"
"Iva",2020,"w"
"Ivana",2018,"w"
"Ivana",2016,"w"
"Ivo",2020,"m"
"Ivo",2012,"m"
"Ivor of white Sparkle",2010,"m"
"Ivy",2012,"w"
"Ivy",2017,"w"
"Ivy",2013,"w"
"Ivy",2013,"w"
"Ivy",2018,"w"
"Ivy",2009,"w"
"Ivy (You'r My Sunshine)",2016,"w"
"Ivy Singita of Amar",2020,"w"
"Iwa des seigneurs d'orient",2013,"w"
"Iwo",2017,"m"
"Izabella",2008,"w"
"Izas",2018,"w"
"Izzy",2009,"w"
"J.D.",2016,"m"
"J.J.",2006,"m"
"JJ-Meeko",2015,"m"
"Jabba",2017,"w"
"Jabba",2010,"w"
"Jabbo",2014,"m"
"Jabi",2012,"m"
"Jack",2014,"m"
"Jack",2017,"m"
"Jack",2019,"m"
"Jack",2005,"m"
"Jack",2015,"m"
"Jack",2016,"m"
"Jack",2013,"m"
"Jack",2018,"m"
"Jack",2006,"m"
"Jack",2011,"m"
"Jack",2010,"m"
"Jack",2019,"m"
"Jack",2015,"m"
"Jack",2014,"m"
"Jack",2016,"m"
"Jack",2010,"m"
"Jack",2016,"m"
"Jack",2011,"m"
"Jack",2020,"m"
"Jack",2019,"m"
"Jack",2019,"m"
"Jack",2017,"m"
"Jack",2020,"m"
"Jack",2020,"m"
"Jack",2020,"m"
"Jack",2018,"m"
"Jack (Tango)",2017,"m"
"Jack Gandalf",2018,"m"
"Jack Mack's Jo-Idwal",2013,"m"
"Jack Mingan",2009,"m"
"Jackie",2015,"w"
"Jackie",2016,"w"
"Jackie",2013,"m"
"Jackie",2009,"m"
"Jackie",2007,"w"
"Jackie",2019,"w"
"Jacko",2018,"m"
"Jacky",2006,"m"
"Jacky",2010,"w"
"Jacky",2015,"m"
"Jacky",2015,"m"
"Jacky",2007,"m"
"Jacky",2014,"w"
"Jacky",2016,"m"
"Jacky",2016,"m"
"Jacky",2013,"m"
"Jacky",2014,"w"
"Jacky",2007,"m"
"Jacky",2007,"m"
"Jacky",2008,"w"
"Jacky",2019,"m"
"Jacky",2011,"m"
"Jacky",2018,"m"
"Jacky",2006,"m"
"Jacky",2019,"m"
"Jacky",2017,"m"
"Jacky",2017,"m"
"Jacky Junior",2011,"m"
"Jaco de Ubbadat",2017,"m"
"Jacob",2016,"m"
"Jacomo",2007,"m"
"Jade",2014,"w"
"Jade",2013,"w"
"Jagi",2009,"m"
"Jago",2010,"m"
"Jago (Quasi)",2012,"m"
"Jags",2015,"m"
"Jaika",2016,"w"
"Jaime",2005,"m"
"Jaime",2018,"m"
"Jake (Koda)",2019,"m"
"Jake (Timo)",2014,"m"
"Jake (Valmy)",2009,"m"
"Jakson",2009,"m"
"Jala",2009,"w"
"Jala",2015,"w"
"Jambo",2007,"m"
"Jambo",2018,"m"
"Jambo",2018,"m"
"Jambo (Winston)",2014,"m"
"James",2015,"m"
"James",2017,"m"
"James",2019,"m"
"James",2019,"m"
"James",2012,"m"
"Jamica",2015,"w"
"Jamie",2010,"m"
"Jamie",2015,"w"
"Jamie",2016,"m"
"Jamie",2006,"w"
"Jamie Griezmann",2020,"m"
"Jamila",2012,"w"
"Jamira",2007,"w"
"Jamiro",2006,"m"
"Jamy",2013,"m"
"Jana",2019,"w"
"Jana",2012,"w"
"Jana",2011,"w"
"Jana",2019,"w"
"Jane",2011,"w"
"Jane",2016,"w"
"Jango",2016,"m"
"Jango",2017,"m"
"Jango-Gino vom Zwärgehüsli",2019,"m"
"Jani Joplin Jenta",2020,"w"
"Janis",2014,"w"
"Janna",2007,"w"
"Janosch",2010,"m"
"Janosch",2013,"m"
"Janosch (Miro)",2017,"m"
"Jantar",2017,"m"
"Jara",2013,"w"
"Jaro",2018,"m"
"Jaro",2017,"m"
"Jaro (Jérome)",2010,"m"
"Jaro v. Weinbergblick",2019,"m"
"Jashi (Jamie vom Hause Globi)",2018,"m"
"Jashko Elay",2013,"m"
"Jasira",2016,"w"
"Jasmin",2013,"w"
"Jasmine",2012,"w"
"Jasmine",2020,"w"
"Jason",2008,"m"
"Jasper",2018,"m"
"Jasper",2020,"m"
"Jasper",2016,"m"
"Jasper Namid",2009,"m"
"Jasper/Jimy Coo",2011,"m"
"Jasty",2011,"m"
"Java",2017,"w"
"Java",2020,"w"
"Jax",2017,"m"
"Jaxon",2020,"m"
"Jay",2017,"w"
"Jay Jay",2019,"m"
"Jay Kay",2020,"m"
"Jay-J",2008,"m"
"Jaya",2013,"w"
"Jayalakshmi",2013,"w"
"Jayjay",2004,"m"
"Jazz",2013,"m"
"Jazz",2015,"m"
"Jazzy",2003,"m"
"Jeames",2014,"m"
"Jeanne D'Arc",2019,"w"
"Jeanny",2013,"w"
"Jeckie",2004,"w"
"Jeeva (Hunting friend)",2014,"m"
"Jeff",2017,"m"
"Jeffrey",2018,"m"
"Jeffrey",2008,"m"
"Jejky",2019,"m"
"Jeki",2008,"m"
"Jella v. Hofmannstal",2011,"w"
"Jelly",2012,"w"
"Jelly",2017,"w"
"Jengo",2011,"m"
"Jenna",2017,"w"
"Jenna Grafschaft Toggenburg",2017,"w"
"Jenny",2011,"w"
"Jenny",2012,"w"
"Jenny",2011,"w"
"Jenny",2013,"w"
"Jenny (Ombra)",2016,"w"
"Jericho",2019,"m"
"Jerry",2006,"m"
"Jerry",2011,"m"
"Jerry",2011,"m"
"Jerry",2013,"m"
"Jerry",2016,"m"
"Jerry",2013,"m"
"Jerry (Gary)",2009,"m"
"Jerry-Lee vom Hoppiho",2010,"m"
"Jess",2013,"w"
"Jesse",2010,"w"
"Jesse",2008,"w"
"Jesse",2013,"m"
"Jessi",2010,"m"
"Jessi",2011,"w"
"Jessie",2017,"w"
"Jessie von Kopfrein",2016,"w"
"Jessy",2018,"w"
"Jessy",2013,"w"
"Jessy",2002,"w"
"Jessy",2015,"w"
"Jessy",2009,"w"
"Jessy",2009,"w"
"Jessy",2014,"w"
"Jessy (Yatzy)",2016,"w"
"Jester",2015,"m"
"Jester (Jarod)",2007,"m"
"Jesy",2011,"w"
"Jethro",2018,"m"
"Jetta",2009,"w"
"Jette",2014,"w"
"Jewel",2014,"w"
"Jezebel",2009,"w"
"Jgor",2019,"m"
"Jhuga Jendayi",2013,"w"
"Jill",2006,"w"
"Jily",2015,"w"
"Jim",2016,"m"
"Jimbo",2010,"m"
"Jimbob",2005,"m"
"Jimi",2010,"m"
"Jimin",2019,"w"
"Jimmi",2019,"m"
"Jimmis Perky Perl",2013,"m"
"Jimmy",2010,"m"
"Jimmy",2020,"m"
"Jimmy",2019,"m"
"Jimmy",2009,"w"
"Jimmy",2019,"m"
"Jimmy",2019,"m"
"Jimmy",2012,"m"
"Jimmy",2016,"m"
"Jimmy",2014,"m"
"Jimmy",2014,"m"
"Jimmy",2017,"m"
"Jimmy",2020,"m"
"Jimmy",2015,"m"
"Jimmy",2004,"m"
"Jimmy",2016,"m"
"Jimmy",2009,"m"
"Jimmy",2016,"m"
"Jimmy",2018,"m"
"Jimmy",2016,"m"
"Jimmy",2016,"m"
"Jimpa",2019,"m"
"Jin",2014,"m"
"Jin",2017,"m"
"Jina",2007,"w"
"Jiny",2013,"w"
"Jiraiya",2020,"m"
"Jireeh",2009,"m"
"Jiri-Bacco",2019,"m"
"Jive-Riverdance",2018,"m"
"Jlia",2018,"w"
"Jllail",2015,"m"
"Jndi du Rocher de la Barmaz",2017,"m"
"Jo-u (Qaribah)",2010,"w"
"Joaninha",2015,"w"
"Jocko",2013,"m"
"Joda",2014,"m"
"Jodie (Queen vom Maiengrün)",2012,"w"
"Joe",2009,"m"
"Joe",2019,"w"
"Joe",2018,"w"
"Joe",2019,"m"
"Joelle",2014,"w"
"Joey",2020,"m"
"Joey",2014,"m"
"Joey Cocker",2013,"m"
"Joggeli",2011,"m"
"John",2009,"m"
"John",2011,"m"
"John",2014,"m"
"John Snow",2020,"m"
"John Wayne",2008,"m"
"Johnny",2014,"m"
"Johnny",2019,"m"
"Johnny",2016,"m"
"Johnny",2015,"m"
"Johnny",2006,"m"
"Johnny (Till)",2018,"m"
"Johny",2018,"m"
"Jojo",2019,"m"
"Joka (Luzi)",2007,"w"
"Joker",2015,"m"
"Joker",2010,"m"
"Joker",2019,"m"
"Jolie",2014,"w"
"Jolie",2008,"w"
"Jolie (I am Incredible)",2009,"w"
"Jollities Gigi La Modella Will",2019,"w"
"Jolly Joline",2018,"w"
"Jonah",2017,"m"
"Jongo",2010,"m"
"Joni",2018,"m"
"Jonny",2017,"m"
"Jonny",2009,"m"
"Jonny ( Nut Harry)",2008,"m"
"Jonny vom Weierdamm",2011,"m"
"Jorah",2018,"m"
"Jordan (Alpha)",2020,"m"
"Joschi (Hanibal)",2013,"m"
"Joschi (Ikarus vom Zürihorn)",2018,"m"
"Josco",2010,"m"
"Jose",2009,"m"
"Josepha (Josie)",2015,"w"
"Josh",2009,"m"
"Josh",2012,"m"
"Josie",2008,"w"
"Josie Josephine",2019,"w"
"Josip Dandy",2020,"m"
"Josy",2020,"w"
"Joujou",2010,"w"
"Joy",2014,"w"
"Joy",2014,"w"
"Joy",2020,"w"
"Joy",2011,"w"
"Joy",2020,"w"
"Joy",2011,"m"
"Joy",2006,"m"
"Joy",2018,"m"
"Joy",2018,"w"
"Joy",2016,"w"
"Joy",2009,"w"
"Joy",2006,"m"
"Joy",2006,"m"
"Joy",2020,"m"
"Joy (Leverage Inner Power B.)",2020,"m"
"Joy Stella",2018,"w"
"Joy di San Nicolo's End",2020,"w"
"Joy vom Lake Valley",2015,"w"
"Joy-Roxane",2012,"w"
"Joya",2009,"w"
"Joya",2006,"w"
"Joya",2007,"w"
"Joya",2007,"w"
"Joya",2008,"w"
"Joyce",2018,"w"
"Joyce (vom Lacheren)",2009,"w"
"Joyce's Harmony (Lani)",2010,"w"
"Jsis",2009,"w"
"Juan",2010,"m"
"Juanele",2016,"m"
"Juci",2016,"w"
"Juicy",2010,"w"
"Juju",2014,"w"
"Juki (Casa)",2018,"w"
"Jukka",2017,"m"
"Julchen (Luhris Hetty)",2007,"w"
"Jule",2014,"w"
"Jules",2004,"m"
"Jules Bickel",2017,"w"
"Juli (Riversqueen's Cattleya)",2012,"w"
"Julia",2010,"w"
"Julie",2018,"w"
"Julie",2015,"w"
"Julie",2015,"w"
"Julie",2010,"w"
"Julie (Rudy)",2006,"w"
"Julie de Praz de flou",2008,"w"
"Julieta",2010,"w"
"Julio",2016,"m"
"Julius du brave Coeur",2017,"m"
"Julius vom Dürrdbächlerwald",2016,"m"
"Julli",2004,"w"
"Juma",2010,"w"
"Jumbo",2020,"m"
"Jumo",2011,"m"
"Juna",2015,"w"
"Juna",2018,"w"
"Juna",2020,"w"
"Juna",2015,"w"
"June",2017,"w"
"June Sunset",2012,"w"
"Junior",2008,"m"
"Junior",2012,"m"
"Junior",2017,"m"
"Junior",2019,"m"
"Junior",2010,"m"
"Junior",2018,"m"
"Juno",2016,"w"
"Juno",2019,"m"
"Juno",2017,"w"
"Juno",2015,"m"
"Juno Donna Delight",2016,"w"
"Jupiter",2018,"m"
"Jurai",2019,"m"
"Juri (Baby 7)",2008,"m"
"Juri (Chachi)",2004,"m"
"Juri (Don Juan)",2016,"m"
"Just Girly Things v. Shinbashi",2014,"m"
"Just a Little Bit Alexis",2020,"w"
"Juwels Jayda",2016,"w"
"Jzzy",2018,"m"
"Jäcky",2009,"m"
"Jóia",2017,"w"
"K-Tamine",2008,"w"
"Ka-Ya-Bag I-Yanpo",2013,"m"
"Kabala",2017,"m"
"Kaban",2014,"m"
"Kadiou",2006,"m"
"Kaia",2017,"w"
"Kailana",2018,"w"
"Kailash",2011,"m"
"Kaio",2019,"m"
"Kaira",2020,"w"
"Kairo",2010,"m"
"Kaiser",2008,"m"
"Kaiserin Emma v. d. Rütlihalde",2016,"w"
"Kaito",2016,"m"
"Kaja",2012,"w"
"Kaja",2020,"w"
"Kaja",2007,"w"
"Kaja vom Lindenberg",2015,"w"
"Kaja-Willow",2016,"w"
"Kajika (Marvelous Snowstorm)",2019,"w"
"Kajmer",2012,"m"
"Kajo",2012,"m"
"Kala (Bimba)",2010,"w"
"Kalani",2018,"w"
"Kalea (Lada)",2018,"w"
"Kali",2020,"w"
"Kali",2015,"m"
"Kalima",2019,"w"
"Kalle",2014,"m"
"Kalle",2020,"m"
"Kalle",2020,"m"
"Kalou",2016,"m"
"Kaoneaw",2017,"m"
"Kara",2018,"w"
"Kara",2009,"w"
"Karamel",2015,"w"
"Kari",2009,"w"
"Kariva",2014,"w"
"Karl",2010,"m"
"Karlie",2012,"m"
"Karma",2013,"m"
"Karma",2016,"w"
"Karo (Karamel)",2014,"w"
"Karthal",2018,"w"
"Kascha",2017,"w"
"Kasha",2011,"w"
"Kasimir (Karo Of Black Devils)",2017,"m"
"Kaspar",2008,"m"
"Kassim",2004,"m"
"Katana",2014,"w"
"Katarina",2018,"w"
"Katrin",2016,"m"
"Katsu",2017,"m"
"Katy",2015,"w"
"Kay Rocco",2017,"m"
"Kay von der Geerenecke",2013,"m"
"Kaya",2015,"w"
"Kaya",2020,"w"
"Kaya",2010,"w"
"Kaya",2007,"w"
"Kaya",2016,"w"
"Kaya",2014,"w"
"Kaya",2013,"w"
"Kaya (Caballus Pink Cadillac)",2018,"w"
"Kaya of Baxley",2018,"w"
"Kayla",2019,"w"
"Kayla",2016,"w"
"Kayla",2015,"w"
"Kayla (Orca-Kira v. Breitland)",2015,"w"
"Kayla-Dela",2013,"w"
"Kayos",2017,"m"
"Kazima",2020,"w"
"Kazuku",2020,"m"
"Keisu",2014,"w"
"Keita (Onyra vom Wandergut)",2013,"w"
"Kelly",2013,"w"
"Kelly",2016,"w"
"Kelly",2010,"w"
"Ken",2019,"m"
"Kenai",2009,"w"
"Kenai",2015,"m"
"Kenai",2014,"m"
"Kenji",2020,"m"
"Kenji Go Hanabi",2011,"m"
"Kennedy",2006,"w"
"Kenneth v. Turpäland",2013,"m"
"Kenny",2019,"m"
"Kenzo",2012,"m"
"Kenzo",2017,"m"
"Kenzo",2009,"m"
"Kenzo",2010,"m"
"Kenzo Levana",2018,"m"
"Kerry (Giotta)",2016,"w"
"Ketchup Zoro",2006,"m"
"Keti",2017,"w"
"Kevin Kiko",2017,"m"
"Keyah",2007,"m"
"Keyla",2014,"w"
"Keyla",2015,"w"
"Khaleesi",2019,"w"
"Kian",2020,"m"
"Kiano",2014,"m"
"Kianu",2014,"m"
"Kiara",2012,"w"
"Kiara",2007,"w"
"Kiara",2015,"w"
"Kiara",2018,"w"
"Kiara",2012,"w"
"Kiarra",2013,"w"
"Kiba",2020,"m"
"Kibo",2006,"m"
"Kicker",2019,"m"
"Kida",2006,"w"
"Kika",2019,"w"
"Kika",2020,"w"
"Kika",2017,"w"
"Kika",2019,"w"
"Kika",2017,"w"
"Kikas",2015,"w"
"Kiki",2019,"w"
"Kiki",2015,"m"
"Kiki",2019,"w"
"Kiki",2018,"w"
"Kiki",2018,"w"
"Kiki",2018,"m"
"Kiki",2017,"w"
"Kiki",2010,"w"
"Kiki",2008,"w"
"Kiki Adam Barila",2013,"m"
"Kikki",2011,"w"
"Kikko",2017,"m"
"Kiko",2019,"m"
"Kiko",2017,"w"
"Kiko",2019,"m"
"Kiko",2018,"m"
"Kiko",2011,"m"
"Kiko",2014,"m"
"Kiko",2014,"m"
"Kiko",2019,"m"
"Kiku",2009,"m"
"Kili",2014,"w"
"Killa",2012,"w"
"Kim",2008,"w"
"Kim",2007,"w"
"Kim",2018,"m"
"Kim du brave Coeur",2017,"w"
"Kimani",2012,"w"
"Kimba",2009,"w"
"Kimba",2005,"w"
"Kimba",2010,"w"
"Kimba",2007,"w"
"Kimba",2010,"w"
"Kimba",2012,"w"
"Kimba von den Jurahügeln",2011,"w"
"Kimbo",2012,"m"
"Kimbo",2020,"m"
"Kimbo",2014,"m"
"Kimbo",2010,"m"
"Kimbo vom Turpäland",2013,"m"
"Kimchi",2019,"m"
"Kimi",2004,"w"
"Kimi",2017,"w"
"Kimi",2016,"w"
"Kimi",2015,"m"
"Kimi",2016,"w"
"Kimiko",2020,"w"
"King",2014,"m"
"King (Kim)",2012,"m"
"King Balu",2016,"m"
"King Kong",2015,"m"
"King Kong",2006,"m"
"King Louie",2011,"m"
"King Rocky",2015,"m"
"Kingsley",2015,"m"
"Kino",2020,"m"
"Kiowa",2013,"w"
"Kiowa of Shumani",2018,"w"
"Kipi",2013,"m"
"Kipps",2010,"m"
"Kira",2005,"w"
"Kira",2017,"w"
"Kira",2019,"w"
"Kira",2016,"w"
"Kira",2019,"w"
"Kira",2018,"w"
"Kira",2016,"w"
"Kira",2020,"w"
"Kira",2020,"w"
"Kira",2013,"w"
"Kira",2011,"w"
"Kira",2012,"w"
"Kira",2011,"w"
"Kira",2008,"w"
"Kira",2005,"w"
"Kira",2015,"w"
"Kira",2015,"w"
"Kira",2015,"w"
"Kira",2013,"w"
"Kira",2012,"w"
"Kira",2017,"w"
"Kira (Jule)",2020,"w"
"Kira Schwarzenherd",2015,"w"
